step,x,y,z,vx,vy,mode,nearest_obs,action_x,action_y
1,0.0,0.0,-13.060404777526855,0.0,0.0,DRL,28.79371232182594,2.0,-1.9861156940460205
2,0.05165867134928703,-0.051329609006643295,-13.231887817382812,0.0,0.0,DRL,28.826355857831796,2.0,-1.9852838516235352
3,0.30942457914352417,-0.30502375960350037,-13.365495681762695,0.0,0.0,DRL,28.606886604919726,2.0,-1.9833356142044067
4,0.7363139390945435,-0.7247539758682251,-13.411354064941406,0.0,0.0,DRL,28.137024250148684,2.0,-1.9818859100341797
5,1.269513726234436,-1.250230073928833,-13.417105674743652,0.0,0.0,DRL,27.54882003599337,2.0,-1.9625566005706787
6,1.8748078346252441,-1.847502589225769,-13.399507522583008,0.0,0.0,DRL,27.039173186311398,2.0,-1.8272743225097656
7,2.516002655029297,-2.4754767417907715,-13.380788803100586,0.0,0.0,DRL,26.402447078215154,2.0,-0.2943992614746094
8,3.18733811378479,-3.0733273029327393,-13.388187408447266,0.0,0.0,DRL,25.83734842641432,2.0,1.5556206703186035
9,3.8697426319122314,-3.433819055557251,-13.555368423461914,0.0,0.0,DRL,25.257516319887984,2.0,1.8984222412109375
10,4.561206817626953,-3.462473154067993,-13.740571022033691,0.0,0.0,DRL,24.468677980212163,2.0,1.920468807220459
11,5.257109642028809,-3.2341620922088623,-13.830164909362793,0.0,0.0,DRL,23.81386317626662,2.0,1.8594233989715576
12,5.955946922302246,-2.833881139755249,-13.8579683303833,0.0,0.0,DRL,23.116362511368777,2.0,1.547184944152832
13,6.656676769256592,-2.339156150817871,-13.856910705566406,0.0,0.0,DRL,22.251469658280534,2.0,0.08487701416015625
14,7.351637840270996,-1.8565360307693481,-13.857912063598633,0.0,0.0,DRL,21.5719971024662,2.0,-1.4170708656311035
15,8.044726371765137,-1.572229027748108,-13.98000431060791,0.0,0.0,DRL,20.80032805155377,2.0,-1.79415762424469
16,8.741377830505371,-1.5754469633102417,-14.11976432800293,0.0,0.0,DRL,20.178286431341547,2.0,-1.7726877927780151
17,9.445570945739746,-1.8074592351913452,-14.167259216308594,0.0,0.0,DRL,19.4445869720997,2.0,-1.335557460784912
18,10.139031410217285,-2.172994375228882,-14.15084171295166,0.0,0.0,DRL,18.78191854487437,2.0,0.22472000122070312
19,10.8313570022583,-2.54464054107666,-14.152332305908203,0.0,0.0,DRL,18.180046205715534,2.0,1.5359141826629639
20,11.528111457824707,-2.7300102710723877,-14.264375686645508,0.0,0.0,DRL,17.528250974757277,2.0,1.8076505661010742
21,12.227684020996094,-2.6527507305145264,-14.380255699157715,0.0,0.0,DRL,16.789361088714454,2.0,1.7472724914550781
22,12.928759574890137,-2.3697071075439453,-14.430770874023438,0.0,0.0,DRL,15.991010815922918,2.0,1.2318916320800781
23,13.630877494812012,-1.9695680141448975,-14.432056427001953,0.0,0.0,DRL,15.400567827955161,2.0,-0.6531375646591187
24,14.333817481994629,-1.5970730781555176,-14.476813316345215,0.0,0.0,DRL,14.556638931577544,2.0,-1.4068658351898193
25,15.03732967376709,-1.4443798065185547,-14.601140022277832,0.0,0.0,DRL,13.885876111629667,2.0,-1.5550191402435303
26,15.740915298461914,-1.5285041332244873,-14.692254066467285,0.0,0.0,DRL,13.242414520201438,2.0,-1.5114058256149292
27,16.444643020629883,-1.7871888875961304,-14.729331970214844,0.0,0.0,DRL,12.493967678289044,2.0,-1.1393367052078247
28,17.148427963256836,-2.1450233459472656,-14.7324857711792,0.0,0.0,DRL,11.964911078162539,2.0,-0.26027894020080566
29,17.852359771728516,-2.5072596073150635,-14.738724708557129,0.0,0.0,DRL,11.234374772592867,2.0,0.5739345550537109
30,18.556453704833984,-2.7617599964141846,-14.785552978515625,0.0,0.0,DRL,10.623078934237483,2.0,1.4306230545043945
31,19.26068878173828,-2.8289263248443604,-14.87620735168457,0.0,0.0,DRL,9.918468360225965,2.0,1.1983451843261719
32,19.969924926757812,-2.7059082984924316,-14.900490760803223,0.0,0.0,DRL,9.245900469255776,2.0,-0.44596433639526367
33,20.672903060913086,-2.5103814601898193,-14.884575843811035,0.0,0.0,DRL,8.509359173570907,2.0,-1.3507261276245117
34,21.376474380493164,-2.439534902572632,-14.93847370147705,0.0,0.0,DRL,7.746062376887982,2.0,-1.618120789527893
35,22.080259323120117,-2.566354274749756,-15.001327514648438,0.0,0.0,DRL,7.138655159254934,2.0,-1.4459599256515503
36,22.7841854095459,-2.8524012565612793,-15.023377418518066,0.0,0.0,DRL,6.623781014768887,2.0,-0.4087488651275635
37,23.488195419311523,-3.202075719833374,-15.019326210021973,0.0,0.0,DRL,6.074183403447285,2.0,0.9462006092071533
38,24.19234848022461,-3.456822633743286,-15.080876350402832,0.0,0.0,DRL,5.602726176252343,2.0,1.5278081893920898
39,24.896570205688477,-3.493391513824463,-15.186251640319824,0.0,0.0,DRL,4.983453418730178,2.0,1.0057249069213867
40,25.605730056762695,-3.343179225921631,-15.197318077087402,0.0,0.0,DRL,4.374229758857755,2.0,-1.2926054000854492
41,26.3087215423584,-3.1707077026367188,-15.214978218078613,0.0,0.0,DRL,3.8071838145953882,2.0,-1.9058475494384766
42,27.012237548828125,-3.2125515937805176,-15.322040557861328,0.0,0.0,DRL,3.261656149654813,2.0,-1.9483040571212769
43,27.715604782104492,-3.481186628341675,-15.391376495361328,0.0,0.0,DRL,2.994288159009612,2.0,-1.734745979309082
44,28.424131393432617,-3.904909133911133,-15.38901424407959,0.0,0.0,DRL,2.9509384662031586,2.0,0.0
45,29.12652015686035,-4.356201648712158,-15.385982513427734,0.0,0.0,DRL,3.3417716623295513,2.0,1.8458261489868164
46,29.829607009887695,-4.599761009216309,-15.545928001403809,0.0,0.0,DRL,3.497515200739364,2.0,1.967294692993164
47,30.532520294189453,-4.5298686027526855,-15.707446098327637,0.0,0.0,DRL,3.4706127979051433,2.0,1.9660561084747314
48,31.235244750976562,-4.227620601654053,-15.777081489562988,0.0,0.0,DRL,3.243520972201751,2.0,1.8942265510559082
49,31.938201904296875,-3.7743191719055176,-15.796761512756348,0.0,0.0,DRL,3.154674082827672,2.0,1.592881679534912
50,32.64131164550781,-3.2417430877685547,-15.794726371765137,0.0,0.0,DRL,3.0422497240415627,2.0,-0.3850191831588745
51,33.34470748901367,-2.7484309673309326,-15.845935821533203,0.0,0.0,DRL,3.15463626354197,2.0,-1.9386212825775146
52,34.05275344848633,-2.5183212757110596,-16.030384063720703,0.0,0.0,DRL,3.6617258128876444,2.0,-1.9786776304244995
53,34.75899124145508,-2.6081044673919678,-16.164520263671875,0.0,0.0,DRL,4.311227536796353,2.0,-1.900850772857666
54,35.459537506103516,-2.922341823577881,-16.203916549682617,0.0,0.0,DRL,5.152722097581488,2.0,0.1317598819732666
55,36.16122055053711,-3.31815505027771,-16.1977481842041,0.0,0.0,DRL,5.867287976709585,2.0,1.9311127662658691
56,36.8683967590332,-3.5245466232299805,-16.33831214904785,0.0,0.0,DRL,6.608370582439393,2.0,1.994232177734375
57,37.57427978515625,-3.424879312515259,-16.464738845825195,0.0,0.0,DRL,7.230790240291867,2.0,1.9970169067382812
58,38.27464294433594,-3.1003262996673584,-16.50847625732422,0.0,0.0,DRL,7.755132254513396,2.0,1.9983587265014648
59,38.976104736328125,-2.6271040439605713,-16.515485763549805,0.0,0.0,DRL,8.223730756640457,2.0,1.998880386352539
60,39.6783561706543,-2.061694860458374,-16.51095962524414,0.0,0.0,DRL,8.803424762516284,2.0,1.9987578392028809
61,40.38101577758789,-1.4406733512878418,-16.504255294799805,0.0,0.0,DRL,9.37392420275287,2.0,1.996809482574463
62,41.08897399902344,-0.7822625041007996,-16.479291915893555,0.0,0.0,DRL,9.979853639203125,2.0,1.982276439666748
63,41.790733337402344,-0.11054140329360962,-16.458105087280273,0.0,0.0,DRL,10.649682754123466,2.0,1.8213589191436768
64,42.49783706665039,0.5720956325531006,-16.430538177490234,0.0,0.0,DRL,11.381003713981082,2.0,1.9551596641540527
65,43.19902038574219,1.2420583963394165,-16.409326553344727,0.0,0.0,DRL,12.195124584199178,2.0,1.6668667793273926
66,43.905975341796875,1.9124799966812134,-16.382465362548828,0.0,0.0,DRL,12.973590759863292,2.0,-1.2792003154754639
67,44.61202621459961,2.451894760131836,-16.507980346679688,0.0,0.0,DRL,13.644740136858077,2.0,-1.992316484451294
68,45.31726837158203,2.622976064682007,-16.741409301757812,0.0,0.0,DRL,14.490084657936888,2.0,-1.9993818998336792
69,46.01661682128906,2.480185031890869,-16.86738395690918,0.0,0.0,DRL,15.046621114734066,2.0,-1.9993385076522827
70,46.717201232910156,2.123408079147339,-16.907737731933594,0.0,0.0,DRL,15.757784912449313,2.0,-1.998181939125061
71,47.41889953613281,1.629154920578003,-16.914613723754883,0.0,0.0,DRL,16.341914184807123,2.0,-1.9820927381515503
72,48.12129211425781,1.0513083934783936,-16.910999298095703,0.0,0.0,DRL,15.677115818750547,2.0,1.756624698638916
73,48.824241638183594,0.5569939613342285,-17.06976890563965,0.0,0.0,DRL,14.992794263028227,2.0,1.817214012145996
74,49.52702713012695,0.43479838967323303,-17.321231842041016,0.0,0.0,DRL,14.237626133325309,2.0,1.7629058361053467
75,50.23454666137695,0.5843008756637573,-17.407550811767578,0.0,0.0,DRL,13.623013072945936,2.0,1.8599412441253662
76,50.93622970581055,0.9192458987236023,-17.42734718322754,0.0,0.0,DRL,13.009316087189942,2.0,1.9425809383392334
77,51.63865280151367,1.3816200494766235,-17.42949104309082,0.0,0.0,DRL,12.22632600626321,2.0,1.9957070350646973
78,52.34151077270508,1.931767463684082,-17.42592430114746,0.0,0.0,DRL,11.65253498234035,2.0,1.998964786529541
79,53.055564880371094,2.550429344177246,-17.403348922729492,0.0,0.0,DRL,11.133789350709504,2.0,1.8913021087646484
80,53.77444076538086,3.2085297107696533,-17.374849319458008,0.0,0.0,DRL,10.568962647135796,2.0,-1.7347424030303955
81,54.471675872802734,3.7245402336120605,-17.53583526611328,0.0,0.0,DRL,10.073083152746335,2.0,-1.9797030687332153
82,55.16807556152344,3.8461196422576904,-17.79884910583496,0.0,0.0,DRL,9.432944882510203,2.0,-1.9778836965560913
83,55.86599349975586,3.6709706783294678,-17.923974990844727,0.0,0.0,DRL,8.763771157090531,2.0,-1.8447901010513306
84,56.564918518066406,3.3028905391693115,-17.94186782836914,0.0,0.0,DRL,7.888897030587133,2.0,0.3086874485015869
85,57.26509475708008,2.8838565349578857,-17.942956924438477,0.0,0.0,DRL,7.104576422421575,2.0,1.9809489250183105
86,57.967010498046875,2.688936233520508,-18.11308479309082,0.0,0.0,DRL,6.337269183243363,2.0,1.9995832443237305
87,58.669219970703125,2.804065227508545,-18.264404296875,0.0,0.0,DRL,5.797158067238588,2.0,1.9982261657714844
88,59.37147903442383,3.141153335571289,-18.32496452331543,0.0,0.0,DRL,5.266406522427478,2.0,1.904397964477539
89,60.07413864135742,3.6200530529022217,-18.340206146240234,0.0,0.0,DRL,4.993356935922505,2.0,0.0
90,60.782135009765625,4.12691068649292,-18.340953826904297,0.0,0.0,DRL,4.880415308919297,2.0,-1.6233505010604858
91,61.484397888183594,4.4125471115112305,-18.491321563720703,0.0,0.0,DRL,4.534137231842901,2.0,-1.84026038646698
92,62.18705749511719,4.391112327575684,-18.643630981445312,0.0,0.0,DRL,4.053335526212487,2.0,-1.791566014289856
93,62.88971710205078,4.13873815536499,-18.708147048950195,0.0,0.0,DRL,3.464283677400828,2.0,-1.3626580238342285
94,63.59775924682617,3.7485978603363037,-18.694622039794922,0.0,0.0,DRL,2.8874341160371477,2.0,-0.036818504333496094
95,64.29986572265625,3.3502120971679688,-18.688426971435547,0.0,0.0,DRL,2.3500895340965364,2.0,1.896693468093872
96,65.00289154052734,3.1432108879089355,-18.833723068237305,0.0,0.0,DRL,2.0486968032242037,2.0,1.9583830833435059
97,65.70600128173828,3.2381856441497803,-18.982791900634766,0.0,0.0,DRL,2.262158551556984,2.0,1.655404806137085
98,66.41506958007812,3.548438549041748,-19.02839469909668,0.0,0.0,DRL,2.7375053490181473,2.0,-1.8120143413543701
99,67.1124496459961,3.8567607402801514,-19.125268936157227,0.0,0.0,DRL,3.251421096278302,2.0,-1.9958202838897705
100,67.81555938720703,3.8593173027038574,-19.320104598999023,0.0,0.0,DRL,3.636195085889617,2.0,-1.9991847276687622
101,68.51866912841797,3.6035704612731934,-19.417444229125977,0.0,0.0,DRL,3.9113434570671,2.0,-1.9998042583465576
102,69.2217788696289,3.1734676361083984,-19.452436447143555,0.0,0.0,DRL,4.182448471633958,2.0,-1.9998729228973389
103,69.92488861083984,2.633838415145874,-19.46292495727539,0.0,0.0,DRL,4.403404772336101,2.0,-1.9998388290405273
104,70.62799835205078,2.0279500484466553,-19.464921951293945,0.0,0.0,DRL,4.828820561056105,2.0,-1.9998806715011597
105,71.33110809326172,1.3825490474700928,-19.464223861694336,0.0,0.0,DRL,5.345192656472706,2.0,-1.9997398853302002
106,72.03936004638672,0.7092697024345398,-19.439599990844727,0.0,0.0,DRL,5.967269175532876,2.0,-1.9962975978851318
107,72.74134063720703,0.028134765103459358,-19.41798210144043,0.0,0.0,DRL,6.671952002346743,2.0,-0.16083991527557373
108,73.44355010986328,-0.606337308883667,-19.450298309326172,0.0,0.0,DRL,7.281934977209705,2.0,1.7226066589355469
109,74.14656829833984,-0.9718102812767029,-19.66598129272461,0.0,0.0,DRL,8.083500946644213,2.0,1.8269171714782715
110,74.84915161132812,-0.9927539825439453,-19.862279891967773,0.0,0.0,DRL,8.743447526018203,2.0,1.789684772491455
111,75.55140686035156,-0.7678560018539429,-19.943805694580078,0.0,0.0,DRL,9.446653377225477,2.0,1.656989574432373
112,76.2545166015625,-0.38706934452056885,-19.964927673339844,0.0,0.0,DRL,10.080151737686647,2.0,1.2306609153747559
113,76.9628677368164,0.06938701868057251,-19.940805435180664,0.0,0.0,DRL,10.889027402549285,2.0,-1.9722115993499756
114,77.66512298583984,0.41135281324386597,-20.07989501953125,0.0,0.0,DRL,11.493230076948064,2.0,-1.9729759693145752
115,78.3673324584961,0.4086923599243164,-20.28153419494629,0.0,0.0,DRL,12.207992258910954,2.0,-1.8980861902236938
