step,x,y,z,vx,vy,mode,nearest_obs,action_x,action_y
1,0.0,0.0,-13.062944412231445,0.0,0.0,DRL,28.841002160743802,1.9999990463256836,-0.5263478755950928
2,0.04463017359375954,-0.011763818562030792,-13.17608642578125,0.39187008142471313,-0.10278648138046265,DRL,28.778298341686668,1.9999988079071045,-0.45082950592041016
3,0.2937314808368683,-0.07481429725885391,-13.230632781982422,0.9748261570930481,-0.23881247639656067,DRL,28.57309703043381,1.9999980926513672,-0.3185638189315796
4,0.7140193581581116,-0.17149046063423157,-13.243913650512695,1.3710988759994507,-0.29359152913093567,DRL,28.149323112851093,1.9999971389770508,-0.13109445571899414
5,1.242117166519165,-0.2721627354621887,-13.239931106567383,1.6180222034454346,-0.26711806654930115,DRL,27.545221721946298,1.9999966621398926,0.015526056289672852
6,1.8492238521575928,-0.3542413115501404,-13.233366012573242,1.7700058221817017,-0.18613222241401672,DRL,27.010705285970484,1.9999966621398926,0.10193419456481934
7,2.4912726879119873,-0.40386271476745605,-13.21088695526123,1.8528538942337036,-0.09261106699705124,DRL,26.444647595297607,1.9999966621398926,0.1455855369567871
8,3.1576895713806152,-0.4212205708026886,-13.19188404083252,1.907839059829712,-0.0081103490665555,DRL,25.71469029176377,1.9999959468841553,0.15922808647155762
9,3.839491844177246,-0.41227060556411743,-13.178183555603027,1.941319465637207,0.05499226972460747,DRL,25.018612818431887,1.999995231628418,0.14968419075012207
10,4.530567169189453,-0.38517579436302185,-13.168169021606445,1.9613351821899414,0.09425937384366989,DRL,24.265764322037484,1.9999942779541016,0.12585759162902832
11,5.227167129516602,-0.3481455147266388,-13.160819053649902,1.9732304811477661,0.11159278452396393,DRL,23.598485413690728,1.9999935626983643,0.08651423454284668
12,5.92704963684082,-0.30846017599105835,-13.155437469482422,1.9802873134613037,0.10953698307275772,DRL,22.846622883311664,1.999992847442627,0.04395794868469238
13,6.622923374176025,-0.2726207971572876,-13.151555061340332,1.984450101852417,0.09245751053094864,DRL,22.233449811452697,1.9999923706054688,0.003174304962158203
14,7.313978672027588,-0.24484314024448395,-13.148733139038086,1.9869335889816284,0.06564019620418549,DRL,21.54886079695584,1.999992847442627,-0.03164231777191162
15,8.023599624633789,-0.22686539590358734,-13.14654541015625,1.9884201288223267,0.034319717437028885,DRL,20.846005048788996,1.9999933242797852,-0.06040191650390625
16,8.727669715881348,-0.2203163057565689,-13.144816398620605,1.9892996549606323,0.0027398616075515747,DRL,20.013353713538542,1.9999945163726807,-0.08827352523803711
17,9.431976318359375,-0.2247467339038849,-13.143366813659668,1.9898208379745483,-0.02766178362071514,DRL,19.343202363241517,1.9999957084655762,-0.09304428100585938
18,10.136430740356445,-0.23911263048648834,-13.142016410827637,1.9901306629180908,-0.052142396569252014,DRL,18.668654434794547,1.9999966621398926,-0.08439338207244873
19,10.840989112854004,-0.2604188024997711,-13.140680313110352,1.990315318107605,-0.06645975261926651,DRL,18.004050085140268,1.999997615814209,-0.06844234466552734
20,11.545561790466309,-0.2849353849887848,-13.139442443847656,1.9904258251190186,-0.07042154669761658,DRL,17.272533612530495,1.9999985694885254,-0.039455413818359375
