step,x,y,z,vx,vy,mode,nearest_obs,action_x,action_y
1,8.548302503186278e-06,-8.8042961579049e-06,-11.847651481628418,0.0,0.0,DRL,28.841137158584488,2.0,-1.9858001470565796
2,0.05285544693470001,-0.05251578241586685,-12.012289047241211,0.0,0.0,DRL,28.792916705890622,2.0,-1.985634207725525
3,0.31389254331588745,-0.30944526195526123,-12.145318031311035,0.0,0.0,DRL,28.570715147044808,2.0,-1.9838448762893677
4,0.7416005730628967,-0.7300838232040405,-12.190631866455078,0.0,0.0,DRL,28.157287432261885,2.0,-1.980634093284607
5,1.2786997556686401,-1.2595024108886719,-12.190176010131836,0.0,0.0,DRL,27.524288195749715,2.0,-1.9619299173355103
6,1.8832788467407227,-1.8560376167297363,-12.171710968017578,0.0,0.0,DRL,26.985867085963154,2.0,-1.8154182434082031
7,2.523977756500244,-2.4830946922302246,-12.153210639953613,0.0,0.0,DRL,26.44597397905542,2.0,-0.25377094745635986
8,3.1950316429138184,-3.0780394077301025,-12.162517547607422,0.0,0.0,DRL,25.866358732282023,2.0,1.6118967533111572
9,3.8773367404937744,-3.4301962852478027,-12.33544921875,0.0,0.0,DRL,25.14781557557768,2.0,1.8961210250854492
10,4.573525428771973,-3.455129384994507,-12.498977661132812,0.0,0.0,DRL,24.503072955302123,2.0,1.9189238548278809
11,5.273183345794678,-3.2239627838134766,-12.562220573425293,0.0,0.0,DRL,23.83053263326819,2.0,1.839545726776123
12,5.975092887878418,-2.8219759464263916,-12.565900802612305,0.0,0.0,DRL,23.14949249273402,2.0,1.526808738708496
13,6.673389434814453,-2.3313212394714355,-12.548423767089844,0.0,0.0,DRL,22.247718519504463,2.0,-0.0959247350692749
14,7.378663063049316,-1.8560734987258911,-12.554998397827148,0.0,0.0,DRL,21.585261439123094,2.0,-1.412979245185852
15,8.079313278198242,-1.595030665397644,-12.678201675415039,0.0,0.0,DRL,20.777185281160474,2.0,-1.7640557289123535
16,8.786060333251953,-1.6093437671661377,-12.789327621459961,0.0,0.0,DRL,20.1249146529669,2.0,-1.7430752515792847
17,9.487189292907715,-1.846279263496399,-12.833722114562988,0.0,0.0,DRL,19.42090854409537,2.0,-1.1984583139419556
18,10.200244903564453,-2.219853162765503,-12.815126419067383,0.0,0.0,DRL,18.722506333790964,2.0,0.45967745780944824
19,10.900708198547363,-2.5750174522399902,-12.821678161621094,0.0,0.0,DRL,18.15103076588636,2.0,1.5866267681121826
20,11.606372833251953,-2.728308916091919,-12.922221183776855,0.0,0.0,DRL,17.49205953618629,2.0,1.8028302192687988
21,12.30661392211914,-2.6227903366088867,-13.015175819396973,0.0,0.0,DRL,16.8055874164934,2.0,1.6504490375518799
22,13.013093948364258,-2.3241794109344482,-13.032137870788574,0.0,0.0,DRL,16.065673163664933,2.0,1.1387295722961426
23,13.719260215759277,-1.9245041608810425,-13.007007598876953,0.0,0.0,DRL,15.152785257368242,2.0,-0.5394287109375
24,14.424952507019043,-1.558503270149231,-13.02226448059082,0.0,0.0,DRL,14.536163733549087,2.0,-1.438649296760559
25,15.130193710327148,-1.4029793739318848,-13.11403751373291,0.0,0.0,DRL,13.797908304562716,2.0,-1.566473364830017
26,15.835226058959961,-1.486106038093567,-13.175728797912598,0.0,0.0,DRL,13.070100593721728,2.0,-1.5596373081207275
27,16.540348052978516,-1.7470440864562988,-13.186485290527344,0.0,0.0,DRL,12.440497949006602,2.0,-1.2300114631652832
28,17.24555778503418,-2.1131529808044434,-13.164728164672852,0.0,0.0,DRL,11.733986362535967,2.0,-0.43903839588165283
29,17.950708389282227,-2.4941823482513428,-13.141288757324219,0.0,0.0,DRL,11.196826934654752,2.0,0.8510475158691406
30,18.651098251342773,-2.764622926712036,-13.18563175201416,0.0,0.0,DRL,10.529987928301622,2.0,1.4239587783813477
