step,x,y,z,vx,vy,mode,nearest_obs,action_x,action_y
1,0.0,0.0,-13.06544017791748,0.0,0.0,DRL,28.81147904839332,2.0,-1.9858554601669312
2,0.05233123153448105,-0.05199373885989189,-13.23300838470459,0.0,0.0,DRL,28.776260779103612,2.0,-1.9859576225280762
3,0.3109920024871826,-0.3065781593322754,-13.36706829071045,0.0,0.0,DRL,28.53702819122966,2.0,-1.9841939210891724
4,0.7359703183174133,-0.7245128154754639,-13.418773651123047,0.0,0.0,DRL,28.035732449912395,2.0,-1.9825536012649536
5,1.2776274681091309,-1.2584564685821533,-13.418729782104492,0.0,0.0,DRL,27.60872057803932,2.0,-1.9623544216156006
6,1.8778088092803955,-1.8508572578430176,-13.40725326538086,0.0,0.0,DRL,26.955711723872145,2.0,-1.8356027603149414
7,2.5194480419158936,-2.4796061515808105,-13.394478797912598,0.0,0.0,DRL,26.417790845281637,2.0,-0.3968132734298706
8,3.186570167541504,-3.077335834503174,-13.413612365722656,0.0,0.0,DRL,25.83615340999415,2.0,1.605215311050415
9,3.8706002235412598,-3.447674036026001,-13.598970413208008,0.0,0.0,DRL,25.20635741983284,2.0,1.9040799140930176
10,4.563033580780029,-3.479360818862915,-13.801093101501465,0.0,0.0,DRL,24.529824559470903,2.0,1.9259865283966064
11,5.259401798248291,-3.2519211769104004,-13.899006843566895,0.0,0.0,DRL,23.798715817115884,2.0,1.86629056930542
12,5.958470344543457,-2.851231098175049,-13.931612014770508,0.0,0.0,DRL,22.985429905566054,2.0,1.57371187210083
13,6.659324645996094,-2.354703903198242,-13.933822631835938,0.0,0.0,DRL,22.35430642581888,2.0,0.12481236457824707
14,7.3613457679748535,-1.8675074577331543,-13.955639839172363,0.0,0.0,DRL,21.576844160254364,2.0,-1.399522066116333
15,8.064294815063477,-1.5759546756744385,-14.096831321716309,0.0,0.0,DRL,20.76458214387663,2.0,-1.7935409545898438
16,8.767439842224121,-1.5729628801345825,-14.252578735351562,0.0,0.0,DRL,20.162593892843994,2.0,-1.7786037921905518
17,9.470468521118164,-1.8028050661087036,-14.330436706542969,0.0,0.0,DRL,19.483276571143588,2.0,-1.4556318521499634
18,10.179648399353027,-2.181654691696167,-14.346797943115234,0.0,0.0,DRL,18.864323851919814,2.0,0.2578756809234619
19,10.877209663391113,-2.5686025619506836,-14.369967460632324,0.0,0.0,DRL,18.146368547674218,2.0,1.5795414447784424
20,11.581064224243164,-2.762927770614624,-14.506709098815918,0.0,0.0,DRL,17.573929418733744,2.0,1.8329477310180664
21,12.284686088562012,-2.6860084533691406,-14.638786315917969,0.0,0.0,DRL,16.834553405797553,2.0,1.774571418762207
22,12.988090515136719,-2.3994219303131104,-14.697833061218262,0.0,0.0,DRL,15.980586056481032,2.0,1.3002431392669678
23,13.691574096679688,-1.9921460151672363,-14.704445838928223,0.0,0.0,DRL,15.316956221591854,2.0,-0.23323559761047363
24,14.395252227783203,-1.5946213006973267,-14.731904029846191,0.0,0.0,DRL,14.467710888978557,2.0,-1.3930795192718506
25,15.099206924438477,-1.3895869255065918,-14.853907585144043,0.0,0.0,DRL,13.87034862173642,2.0,-1.6170612573623657
26,15.803045272827148,-1.435945749282837,-14.965941429138184,0.0,0.0,DRL,13.033217350519,2.0,-1.5640116930007935
27,16.50681495666504,-1.67633056640625,-15.015271186828613,0.0,0.0,DRL,12.398830969764225,2.0,-1.3548872470855713
28,17.210599899291992,-2.034581422805786,-15.025422096252441,0.0,0.0,DRL,11.822388459826719,2.0,-0.6669427156448364
29,17.914430618286133,-2.4281632900238037,-15.02496337890625,0.0,0.0,DRL,11.103041483426141,2.0,0.5966479778289795
30,18.618440628051758,-2.740417242050171,-15.07400894165039,0.0,0.0,DRL,10.514037781308174,2.0,1.340273380279541
31,19.32267189025879,-2.8523993492126465,-15.175029754638672,0.0,0.0,DRL,9.911727657903336,2.0,0.9176273345947266
32,20.02678871154785,-2.7712769508361816,-15.218615531921387,0.0,0.0,DRL,9.221494793332834,2.0,-0.20444130897521973
33,20.73102378845215,-2.616921901702881,-15.219919204711914,0.0,0.0,DRL,8.54445159308093,2.0,-1.1896473169326782
34,21.435461044311523,-2.5497305393218994,-15.267611503601074,0.0,0.0,DRL,7.743074410502968,2.0,-1.407536506652832
35,22.139921188354492,-2.6531779766082764,-15.324764251708984,0.0,0.0,DRL,7.151690149951115,2.0,-1.2269116640090942
36,22.84417152404785,-2.8972086906433105,-15.346390724182129,0.0,0.0,DRL,6.606674584087168,2.0,-0.17521607875823975
37,23.54840660095215,-3.1912925243377686,-15.348579406738281,0.0,0.0,DRL,6.066749824525424,2.0,0.9043478965759277
38,24.2528018951416,-3.38952374458313,-15.402606010437012,0.0,0.0,DRL,5.505940187449282,2.0,1.1672873497009277
39,24.95726203918457,-3.4049925804138184,-15.469332695007324,0.0,0.0,DRL,4.959036997556062,2.0,0.46900415420532227
40,25.661712646484375,-3.2837016582489014,-15.480320930480957,0.0,0.0,DRL,4.246862898251215,2.0,-1.6141431331634521
41,26.366172790527344,-3.189537286758423,-15.538671493530273,0.0,0.0,DRL,3.737233138035048,2.0,-1.9191418886184692
42,27.070425033569336,-3.3163042068481445,-15.648322105407715,0.0,0.0,DRL,3.3229384608747523,2.0,-1.8654067516326904
43,27.77425765991211,-3.6425414085388184,-15.703845977783203,0.0,0.0,DRL,3.0837852242870376,2.0,0.0
44,28.478004455566406,-4.045379161834717,-15.71410083770752,0.0,0.0,DRL,3.2594684917223917,2.0,1.101780891418457
45,29.181968688964844,-4.300076484680176,-15.810523986816406,0.0,0.0,DRL,3.254876061133721,2.0,1.7468113899230957
