step,x,y,z,vx,vy,mode,nearest_obs,action_x,action_y
1,0.0,0.0,-13.062944412231445,0.0,0.0,DRL,28.865993500203306,2.0,-1.984961748123169
2,0.05232582986354828,-0.05196498706936836,-13.232958793640137,0.0,0.0,DRL,28.840804305865298,2.0,-1.984928846359253
3,0.31097614765167236,-0.30642154812812805,-13.36693000793457,0.0,0.0,DRL,28.559957574382675,2.0,-1.9834438562393188
4,0.7383886575698853,-0.7265577912330627,-13.412671089172363,0.0,0.0,DRL,28.125022190165215,2.0,-1.9811686277389526
5,1.2718969583511353,-1.2522554397583008,-13.418283462524414,0.0,0.0,DRL,27.56279566130521,2.0,-1.9634400606155396
6,1.8735191822052002,-1.8458224534988403,-13.41169548034668,0.0,0.0,DRL,27.01062854367492,2.0,-1.8323192596435547
7,2.52044939994812,-2.479640245437622,-13.387295722961426,0.0,0.0,DRL,26.416493725907646,2.0,-0.28485679626464844
8,3.1868832111358643,-3.0725767612457275,-13.40083122253418,0.0,0.0,DRL,25.71834968973153,2.0,1.593822717666626
9,3.8743739128112793,-3.4362640380859375,-13.564488410949707,0.0,0.0,DRL,25.202459825157607,2.0,1.899681806564331
10,4.564365863800049,-3.4617669582366943,-13.741518020629883,0.0,0.0,DRL,24.486277327979522,2.0,1.9201829433441162
11,5.259278774261475,-3.2310333251953125,-13.82382869720459,0.0,0.0,DRL,23.828381247947572,2.0,1.8556387424468994
12,5.957531452178955,-2.8293561935424805,-13.84683895111084,0.0,0.0,DRL,23.085805026544715,2.0,1.482450246810913
13,6.662937164306641,-2.3334717750549316,-13.824552536010742,0.0,0.0,DRL,22.231918490686102,2.0,0.05560159683227539
14,7.363461494445801,-1.8602745532989502,-13.830166816711426,0.0,0.0,DRL,21.58745217097387,2.0,-1.4004102945327759
15,8.063997268676758,-1.5816404819488525,-13.939848899841309,0.0,0.0,DRL,20.78990811287455,2.0,-1.7847405672073364
16,8.764819145202637,-1.585950493812561,-14.067473411560059,0.0,0.0,DRL,20.222946320520176,2.0,-1.7656973600387573
17,9.46650505065918,-1.819104790687561,-14.127236366271973,0.0,0.0,DRL,19.523406698738988,2.0,-1.2890870571136475
18,10.17402172088623,-2.1912879943847656,-14.112884521484375,0.0,0.0,DRL,18.773229354514932,2.0,0.33229732513427734
19,10.875907897949219,-2.560427665710449,-14.118846893310547,0.0,0.0,DRL,18.035451404102517,2.0,1.5656933784484863
20,11.583274841308594,-2.736706018447876,-14.220470428466797,0.0,0.0,DRL,17.517402839455013,2.0,1.8086309432983398
21,12.284631729125977,-2.648820161819458,-14.320470809936523,0.0,0.0,DRL,16.808756324752142,2.0,1.7440390586853027
22,12.986712455749512,-2.3585569858551025,-14.359652519226074,0.0,0.0,DRL,15.954273335986281,2.0,1.2251291275024414
23,13.689443588256836,-1.9543811082839966,-14.35447883605957,0.0,0.0,DRL,15.26336228130691,2.0,-0.4296841621398926
24,14.392717361450195,-1.57252037525177,-14.384416580200195,0.0,0.0,DRL,14.598150063377908,2.0,-1.35052490234375
25,15.095100402832031,-1.3885157108306885,-14.475117683410645,0.0,0.0,DRL,13.769405627745805,2.0,-1.594875693321228
26,15.797168731689453,-1.4453620910644531,-14.554207801818848,0.0,0.0,DRL,13.231094873082155,2.0,-1.5481069087982178
27,16.499849319458008,-1.6894196271896362,-14.584306716918945,0.0,0.0,DRL,12.480566056039232,2.0,-1.2775540351867676
28,17.20150375366211,-2.0265586376190186,-14.313916206359863,0.0,0.0,DRL,11.797563002225624,2.0,-0.649169921875
29,17.894140243530273,-2.3757338523864746,-13.445025444030762,0.0,0.0,DRL,11.169461822998832,2.0,0.43736934661865234
30,18.564769744873047,-2.687002658843994,-12.01090145111084,0.0,0.0,DRL,10.59967197976892,2.0,1.2445549964904785
31,19.219318389892578,-2.8442413806915283,-10.678531646728516,0.0,0.0,DRL,10.069344662259054,2.0,1.1382708549499512
32,19.877798080444336,-2.7516841888427734,-10.204054832458496,0.0,0.0,DRL,9.38159685860119,2.0,-0.11931765079498291
33,20.5570011138916,-2.5421361923217773,-10.302631378173828,0.0,0.0,DRL,8.72345763896839,2.0,-1.3520222902297974
34,21.246763229370117,-2.435302734375,-10.469795227050781,0.0,0.0,DRL,8.026274549647347,2.0,-1.5753875970840454
35,21.94203758239746,-2.5325307846069336,-10.61906623840332,0.0,0.0,DRL,7.396772174875676,2.0,-1.4643564224243164
36,22.6403865814209,-2.7973759174346924,-10.698966026306152,0.0,0.0,DRL,6.805185860781157,2.0,-1.0005041360855103
37,23.34086036682129,-3.151928186416626,-10.73055362701416,0.0,0.0,DRL,6.273272628450087,2.0,0.9807543754577637
