step,x,y,z,vx,vy,mode,nearest_obs,action_x,action_y
1,0.0,0.0,-13.067892074584961,0.0,0.0,DRL,28.86263636698786,2.0,-1.9857090711593628
2,0.052330341190099716,-0.05198902636766434,-13.23299789428711,0.0,0.0,DRL,28.752345643534298,2.0,-1.9863766431808472
3,0.31099647283554077,-0.30657467246055603,-13.367082595825195,0.0,0.0,DRL,28.598092368280057,2.0,-1.9838067293167114
4,0.7359753847122192,-0.7245270609855652,-13.418781280517578,0.0,0.0,DRL,28.160357497008608,2.0,-1.981266975402832
5,1.277630090713501,-1.258421540260315,-13.418691635131836,0.0,0.0,DRL,27.554305614345328,2.0,-1.9631319046020508
6,1.8725214004516602,-1.8454710245132446,-13.407320022583008,0.0,0.0,DRL,27.09117813352636,2.0,-1.8549126386642456
7,2.513894557952881,-2.474438428878784,-13.394655227661133,0.0,0.0,DRL,26.422389287007583,2.0,-0.2929403781890869
8,3.1809356212615967,-3.070549726486206,-13.418231010437012,0.0,0.0,DRL,25.88289483669632,2.0,1.6069869995117188
9,3.864950180053711,-3.4311728477478027,-13.606339454650879,0.0,0.0,DRL,25.15696871560046,2.0,1.898728847503662
10,4.557328701019287,-3.4558265209198,-13.804078102111816,0.0,0.0,DRL,24.498507327349945,2.0,1.918558120727539
11,5.253690719604492,-3.2243576049804688,-13.899053573608398,0.0,0.0,DRL,23.7830577173169,2.0,1.855870246887207
12,5.952770233154297,-2.822108268737793,-13.930329322814941,0.0,0.0,DRL,23.024107691807938,2.0,1.5289335250854492
13,6.658655166625977,-2.324748992919922,-13.909743309020996,0.0,0.0,DRL,22.271880494900802,2.0,0.04263162612915039
14,7.359456539154053,-1.8472375869750977,-13.91550064086914,0.0,0.0,DRL,21.59364350264269,2.0,-1.443159818649292
15,8.061641693115234,-1.5714709758758545,-14.04577922821045,0.0,0.0,DRL,20.736924116229616,2.0,-1.7845909595489502
16,8.764389991760254,-1.5821404457092285,-14.187143325805664,0.0,0.0,DRL,20.157972237110112,2.0,-1.7693393230438232
17,9.467288970947266,-1.8202937841415405,-14.254349708557129,0.0,0.0,DRL,19.4879784005892,2.0,-1.2875423431396484
18,10.170475006103516,-2.1949403285980225,-14.260939598083496,0.0,0.0,DRL,18.885541587541095,2.0,0.14558863639831543
19,10.873998641967773,-2.5744264125823975,-14.277891159057617,0.0,0.0,DRL,18.191093510326386,2.0,1.5232129096984863
20,11.577863693237305,-2.7710390090942383,-14.401314735412598,0.0,0.0,DRL,17.450993436359553,2.0,1.8369412422180176
21,12.281577110290527,-2.7013893127441406,-14.531235694885254,0.0,0.0,DRL,16.84436271156612,2.0,1.7886018753051758
22,12.98503589630127,-2.4196977615356445,-14.592041015625,0.0,0.0,DRL,16.035901081898185,2.0,1.3690509796142578
23,13.688539505004883,-2.0124964714050293,-14.600197792053223,0.0,0.0,DRL,15.28862478337959,2.0,-0.5024561882019043
24,14.392245292663574,-1.6180123090744019,-14.639425277709961,0.0,0.0,DRL,14.518352161413638,2.0,-1.3186261653900146
25,15.09621524810791,-1.4329160451889038,-14.761017799377441,0.0,0.0,DRL,13.733328071640358,2.0,-1.5294702053070068
26,15.8001127243042,-1.4864648580551147,-14.85808277130127,0.0,0.0,DRL,13.069136883538263,2.0,-1.512795329093933
27,16.503902435302734,-1.722127079963684,-14.901329040527344,0.0,0.0,DRL,12.435873765801716,2.0,-1.2823600769042969
28,17.21278190612793,-2.06974720954895,-14.886192321777344,0.0,0.0,DRL,11.751594855526548,2.0,-0.5991626977920532
29,17.9154052734375,-2.4446187019348145,-14.865513801574707,0.0,0.0,DRL,11.155375856730053,2.0,0.7244658470153809
30,18.618621826171875,-2.733435869216919,-14.904809951782227,0.0,0.0,DRL,10.560798248600276,2.0,1.1941964626312256
31,19.322341918945312,-2.825331449508667,-14.98199462890625,0.0,0.0,DRL,9.997603360070013,2.0,1.274824857711792
32,20.02631378173828,-2.7283594608306885,-15.029912948608398,0.0,0.0,DRL,9.22232327581738,2.0,-0.5195188522338867
33,20.730411529541016,-2.5481021404266357,-15.033256530761719,0.0,0.0,DRL,8.500923293694113,2.0,-1.2332371473312378
34,21.439376831054688,-2.483494281768799,-15.068822860717773,0.0,0.0,DRL,7.766755261048677,2.0,-1.5408077239990234
